r,sram_mib,tensor_cores,total_time_ms,effective_tflops,router_time_ms,up_gate_x512_time_ms,down_x512_time_ms
8.185467307069021e-05,0.0783920263983795,4624.0,29.23059802352941,170.1495167756911,0.15009029019607845,19.21155714509804,9.868950588235293
8.506793416364153e-05,0.08146935893144072,4624.0,29.23059802352941,170.1495167756911,0.15009029019607845,19.21155714509804,9.868950588235293
8.840733401525063e-05,0.08466749425471064,4624.0,29.23059802352941,170.1495167756911,0.15009029019607845,19.21155714509804,9.868950588235293
9.187782428863321e-05,0.08799117456421937,4624.0,29.23059802352941,170.1495167756911,0.15009029019607845,19.21155714509804,9.868950588235293
9.548455102782303e-05,0.09144532821414152,4624.0,29.23059802352941,170.1495167756911,0.15009029019607845,19.21155714509804,9.868950588235293
9.923286228832545e-05,0.09503507702455931,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.00010312831606721848,0.09876574387610153,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.00010717668854455033,0.1026428606027104,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.00011138398264826183,0.10667217619424742,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.00011575643695533035,0.11085966532109799,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.00012030053494233243,0.11521153719341314,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.0001250230145991456,0.11973424476812909,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.00012993087842004146,0.12443449431741332,4624.0,28.177909960784316,176.50606931776724,0.15009029019607845,19.21155714509804,8.816262525490197
0.00013503140378698722,0.12931925537272793,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
